"","F_X_to_Y","F_Y_to_X","SMBB_X_to_Y","SMBB_Y_to_X","AR sieve_X_to_Y","AR sieve_Y_to_X","R.Wald_X_to_Y","R.Wald_Y_to_X","TY_X_to_Y","TY_Y_to_X"
"27029",0,1.41234310759225e-20,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,8.37168305001997e-126,1.41663256234519e-11,0,1.41234310759144e-20
"27030",0,1.75087785881636e-05,0.0099009900990099,0.0297029702970297,0.0099009900990099,0.0099009900990099,8.67677611599135e-112,0.0552341723911465,0,1.75087785881597e-05
"27032",0,6.25804472014828e-16,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,9.76700295379927e-106,1.16041986184918e-06,0,7.40727674468274e-16
"27034",0,1.34475377781394e-17,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,1.95973797688389e-295,1.81817820734189e-06,0,1.1381159700146e-17
"27035",0,4.45781104903234e-15,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0,4.40400450629327e-08,0,4.40441646297499e-15
"27038",4.36160665254024e-34,0.000207844105138395,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0198019801980198,0.455534005133583,0.359913378907972,9.48119184434734e-34,0.000192943215056668
"27041",0,0.0568801302389575,0.0099009900990099,0.0693069306930693,0.0099009900990099,0.0792079207920792,0,0.227785242931073,0,0.0411901367897195
"27042",0,2.54272660197394e-09,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,5.0162415618091e-109,0.0101313657835496,0,2.54272660197516e-09
"27043",0,1.34459443988258e-19,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,5.81121272150802e-290,6.98197304682589e-10,0,1.34459443988233e-19
"27047",1.03985996480207e-319,1.67895372209064e-24,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,3.28662116260253e-85,2.47392506865723e-11,4.72746713223197e-319,2.89562083345506e-24
"27049",0,6.44034375524123e-06,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,4.17093275498398e-86,0.0355032433793369,0,4.45367334773786e-06
"27051",6.39246034710657e-305,4.11572034716436e-05,0.0099009900990099,0.0297029702970297,0.0099009900990099,0.0099009900990099,3.89765528110833e-39,0.277387337480865,6.3924603471152e-305,4.1157203471676e-05
"27062",0,0.400462779383417,0.0099009900990099,0.376237623762376,0.0099009900990099,0.445544554455446,1.34404185867909e-227,0.495694943423902,0,0.400462779383397
"27064",0,0.231613991286166,0.0099009900990099,0.683168316831683,0.0099009900990099,0.217821782178218,3.22969777083041e-63,0.629372854053657,0,0.223453520827664
"27065",0,4.6424647145223e-16,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,9.68395053538186e-53,2.5823931248057e-08,0,4.64246471452045e-16
"27071",0,0.605008108536151,0.0099009900990099,0.613861386138614,0.0099009900990099,0.633663366336634,0,0.691320624043141,0,0.594317509317297
"27073",1.10366248486366e-125,0.00022288167595998,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0198019801980198,1.11999663339718e-26,0.00864006265156662,1.98174550453902e-125,0.000239456058924437
"27077",7.50289793000503e-179,1.87805255069294e-15,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,1.2907083946374e-22,8.74340417564792e-07,7.34876711506766e-179,2.12527704331009e-15
"27079",0,1.11356612949884e-08,0.0099009900990099,0.0198019801980198,0.0099009900990099,0.0099009900990099,5.75558491790212e-135,3.51066058990022e-05,0,1.11356612949809e-08
"27080",0,1.08979953669738e-10,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,1.33265320356046e-215,0.000141193559903645,0,1.089799536697e-10
"27084",2.06884596345287e-284,4.6404499641563e-14,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,1.18938560417721e-50,4.45847292463525e-06,2.06884596345055e-284,4.64044996415442e-14
"27087",0,0.0346531979724049,0.0099009900990099,0.0594059405940594,0.0099009900990099,0.0495049504950495,3.74460137160181e-51,0.0101288126254227,0,0.0110098743474836
"27089",0,0.0067936062546423,0.0099009900990099,0.0594059405940594,0.0099009900990099,0.0198019801980198,2.80811640821738e-310,0.190168863871496,0,0.00679360625464202
"27090",0,1.07167133419952e-11,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,4.42316122720697e-94,0.000147090957589261,0,1.07167133419957e-11
"28001",5.6943162027215e-267,0.14445266482711,0.0099009900990099,0.247524752475248,0.0099009900990099,0.198019801980198,1.24738912147471e-34,0.737208236909008,5.6943162027151e-267,0.14445266482706
"28003",0,5.18063097510113e-26,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,2.76062843286354e-89,3.9382053492322e-15,0,3.0775106646235e-26
"28008",0,3.75498028169682e-06,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,3.23974426507026e-171,0.00117336678520736,0,3.75498028169767e-06
"28009",0,0.17137955496514,0.0099009900990099,0.118811881188119,0.0099009900990099,0.257425742574257,0,0.175385740228747,0,0.171379554965221
"28012",0,0.301272442346976,0.0099009900990099,0.168316831683168,0.0099009900990099,0.237623762376238,0,0.256133402211204,0,0.301272442346852
"28015",0,0.512946496889878,0.0099009900990099,0.613861386138614,0.0099009900990099,0.405940594059406,5.95827163884535e-188,0.725622568348856,0,0.5140981967663
"28018",0,0.0415283122241294,0.0099009900990099,0.0495049504950495,0.0099009900990099,0.0594059405940594,6.70804170181868e-258,0.217206448502464,0,0.0415283122241276
"28022",0,0.598920221638867,0.0099009900990099,0.366336633663366,0.0099009900990099,0.653465346534653,0,0.614208548422901,0,0.598920221638828
